Id,Description,Claimant,Price,Office,Category
4001,GBC DocuBind 200 Manual Binding Machine,Sally Hughsby,420.98,Ontario,Binders and Binder Accessories
4002,SANFORD Major Accent™ Highlighters,Matt Connell,7.08,Ontario,Pens & Art Supplies
4003,6162m,Jim Kriz,115.99,Ontario,Telephones and Communication
4004,Staples Bulk Pack Metal Binder Clips,Jim Kriz,6.08,Ontario,Rubber Bands
4005,Ibico EPK-21 Electric Binding System,Arthur Prichep,1889.99,Ontario,Binders and Binder Accessories
4006,HP Office Paper (20Lb. and 87 Bright),Arthur Prichep,6.68,Ontario,Paper
4007,GBC DocuBind 200 Manual Binding Machine,Harold Ryan,420.98,Ontario,Binders and Binder Accessories
4008,Smead Adjustable Mobile File Trolley with Lockable Top,Cathy Prescott,419.19,Ontario,Storage & Organization
4009,Xerox 1897,Jim Kriz,4.98,Ontario,Paper
4010,Luxo Economy Swing Arm Lamp,Liz Willingham,19.94,Ontario,Office Furnishings
4011,Keytronic French Keyboard,Stephanie Ulpright,73.98,Ontario,Computer Peripherals
4012,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Stephanie Ulpright,2.1,Ontario,Pens & Art Supplies
4013,Avery File Folder Labels,Robert Marley,2.88,Ontario,Labels
4014,Security-Tint Envelopes,Lindsay Shagiari,7.64,Ontario,Envelopes
4015,Staples Battery-Operated Desktop Pencil Sharpener,John Lucas,10.48,Ontario,Pens & Art Supplies
4016,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Odella Nelson,6.81,Ontario,Binders and Binder Accessories
4017,Prismacolor Color Pencil Set,Arthur Prichep,19.84,Ontario,Pens & Art Supplies
4018,"Quartet Omega® Colored Chalk, 12/Pack",Arthur Prichep,5.84,Ontario,Pens & Art Supplies
4019,"Carina 42""Hx23 3/4""W Media Storage Unit",Guy Phonely,80.98,Ontario,Storage & Organization
4020,i2000,Denny Blanton,125.99,Ontario,Telephones and Communication
4021,US Robotics 56K V.92 External Faxmodem,Denny Blanton,99.99,Ontario,Computer Peripherals
4022,Avery 511,Steve Nguyen,3.08,Ontario,Labels
4023,Xerox 215,Sean O'Donnell,6.48,Ontario,Paper
4024,8260,Sally Hughsby,65.99,Ontario,Telephones and Communication
4025,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Jas O'Carroll,8.32,Ontario,Computer Peripherals
4026,Xerox 227,Jas O'Carroll,6.48,Ontario,Paper
4027,DPC 650 Piper,Jas O'Carroll,115.99,Ontario,Telephones and Communication
4028,"Master Giant Foot® Doorstop, Safety Yellow",Jas O'Carroll,7.59,Ontario,Office Furnishings
4029,Global Adaptabilities™ Conference Tables,Sally Hughsby,280.98,Ontario,Tables
4030,Accessory35,Sally Hughsby,35.99,Ontario,Telephones and Communication
4031,"Iceberg OfficeWorks 42"" Round Tables",Sally Hughsby,150.98,Ontario,Tables
4032,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Odella Nelson,5.98,Ontario,Pens & Art Supplies
4033,DAX Wood Document Frame.,Matt Connell,13.73,Ontario,Office Furnishings
4034,Xerox 1898,Matt Connell,6.68,Ontario,Paper
4035,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Guy Phonely,8.04,Ontario,Binders and Binder Accessories
4036,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Alejandro Grove,9.38,Ontario,Office Furnishings
4037,600 Series Non-Flip,Lindsay Shagiari,45.99,Ontario,Telephones and Communication
4038,Xerox 1961,Denny Blanton,4.98,Ontario,Paper
4039,Acme® Elite Stainless Steel Scissors,Denny Blanton,8.34,Ontario,"Scissors, Rulers and Trimmers"
4040,Fellowes Mighty 8 Compact Surge Protector,Harold Ryan,20.27,Ontario,Appliances
4041,Fellowes 8 Outlet Superior Workstation Surge Protector,Kean Nguyen,41.71,Ontario,Appliances
4042,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Xylona Price,2.98,Ontario,Pens & Art Supplies
4043,M70,Xylona Price,125.99,Ontario,Telephones and Communication
4044,Ibico EB-19 Dual Function Manual Binding System,Sean O'Donnell,172.99,Ontario,Binders and Binder Accessories
4045,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Arthur Prichep,46.94,Ontario,Office Furnishings
4046,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Arthur Prichep,167.27,Ontario,Storage & Organization
4047,Hon iLevel™ Computer Training Table,Arthur Prichep,31.76,Ontario,Tables
4048,Bell Sonecor JB700 Caller ID,Sally Hughsby,7.99,Ontario,Telephones and Communication
4049,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Laura Armstrong,40.99,Ontario,Paper
4050,Bagged Rubber Bands,Laura Armstrong,1.26,Ontario,Rubber Bands
4051,Logitech Internet Navigator Keyboard,Jim Kriz,30.98,Ontario,Computer Peripherals
4052,9-3/4 Diameter Round Wall Clock,Jim Kriz,13.79,Ontario,Office Furnishings
4053,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Lena Radford,8.46,Ontario,Computer Peripherals
4054,Xerox 1991,Lena Radford,22.84,Ontario,Paper
4055,Bell Sonecor JB700 Caller ID,Lena Radford,7.99,Ontario,Telephones and Communication
4056,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Ryan Akin,6.81,Ontario,Binders and Binder Accessories
4057,Acco Suede Grain Vinyl Round Ring Binder,Robert Marley,2.78,Ontario,Binders and Binder Accessories
4058,Staples #10 Colored Envelopes,Robert Marley,7.78,Ontario,Envelopes
4059,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Xylona Price,70.97,Ontario,Appliances
4060,Eldon Expressions Mahogany Wood Desk Collection,Vivek Grady,6.24,Ontario,Office Furnishings
4061,Xerox 1893,Vivek Grady,40.99,Ontario,Paper
4062,Advantus Panel Wall Certificate Holder - 8.5x11,John Lucas,12.2,Ontario,Office Furnishings
4063,"Iceberg OfficeWorks 42"" Round Tables",Vivek Grady,150.98,Ontario,Tables
4064,Okidata ML520 Series Dot Matrix Printers,Scott Cohen,510.14,Ontario,Office Machines
4065,Fellowes Command Center 5-outlet power strip,Karen Daniels,67.84,Ontario,Appliances
4066,"Maxell Pro 80 Minute CD-R, 10/Pack",Karen Daniels,17.48,Ontario,Computer Peripherals
4067,"Iceberg OfficeWorks 42"" Round Tables",Karen Daniels,150.98,Ontario,Tables
4068,Maxell 4.7GB DVD-R,John Lucas,28.38,Ontario,Computer Peripherals
4069,Computer Printout Paper with Letter-Trim Perforations,John Lucas,18.97,Ontario,Paper
4070,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Liz Willingham,110.98,Ontario,Office Furnishings
4071,SANFORD Liquid Accent™ Tank-Style Highlighters,Liz Willingham,2.84,Ontario,Pens & Art Supplies
4072,5180,Liz Willingham,65.99,Ontario,Telephones and Communication
4073,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Cathy Prescott,58.14,Ontario,Bookcases
4074,Gyration Ultra Cordless Optical Suite,Steve Nguyen,100.97,Ontario,Computer Peripherals
4075,Xerox 1963,Steve Nguyen,5.28,Ontario,Paper
4076,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Lindsay Shagiari,17.98,Ontario,Computer Peripherals
4077,Xerox 1998,Sean O'Donnell,6.48,Ontario,Paper
4078,"Sanford Colorific Colored Pencils, 12/Box",Sean O'Donnell,2.88,Ontario,Pens & Art Supplies
4079,Avery Hole Reinforcements,Robert Marley,6.23,Ontario,Binders and Binder Accessories
4080,Belkin Premiere Surge Master II 8-outlet surge protector,Katherine Nockton,48.58,Ontario,Appliances
4081,"Fellowes Basic 104-Key Keyboard, Platinum",Katherine Nockton,20.95,Ontario,Computer Peripherals
4082,KI Conference Tables,Sam Zeldin,70.89,Ontario,Tables
4083,Xerox 1959,Harold Ryan,6.68,Ontario,Paper
4084,Avery 494,Xylona Price,2.61,Ontario,Labels
4085,"Executive Impressions 13"" Chairman Wall Clock",Xylona Price,25.38,Ontario,Office Furnishings
4086,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Xylona Price,167.27,Ontario,Storage & Organization
4087,Anderson Hickey Conga Table Tops & Accessories,Lena Radford,15.23,Ontario,Tables
4088,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Jas O'Carroll,5.34,Ontario,Binders and Binder Accessories
4089,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Alejandro Grove,232.58,Ontario,Appliances
4090,Quality Park Security Envelopes,Alejandro Grove,26.17,Ontario,Envelopes
4091,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Alejandro Grove,15.31,Ontario,Storage & Organization
4092,Hanging Personal Folder File,Mick Hernandez,15.7,Ontario,Storage & Organization
4093,Xerox 1922,Ben Ferrer,4.98,Ontario,Paper
4094,Hon Olson Stacker Stools,Todd Sumrall,140.81,Ontario,Chairs & Chairmats
4095,"Trav-L-File Heavy-Duty Shuttle II, Black",Todd Sumrall,43.57,Ontario,Storage & Organization
4096,Accessory2,Todd Sumrall,55.99,Ontario,Telephones and Communication
4097,"Adams ""While You Were Out"" Message Pads",Sean O'Donnell,3.14,Ontario,Paper
4098,"Master Giant Foot® Doorstop, Safety Yellow",Laura Armstrong,7.59,Ontario,Office Furnishings
4099,Xerox 1983,Jane Waco,5.98,Ontario,Paper
4100,Avery 498,Jane Waco,2.89,Ontario,Labels
4101,Xerox 210,Jane Waco,6.48,Ontario,Paper
4102,Xerox 1894,Guy Phonely,6.48,Ontario,Paper
4103,Newell 338,Pamela Coakley,2.94,Ontario,Pens & Art Supplies
4104,Microsoft Multimedia Keyboard,Vivek Grady,30.97,Ontario,Computer Peripherals
4105,Avery 506,Vivek Grady,4.13,Ontario,Labels
4106,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Ben Ferrer,7.77,Ontario,Appliances
4107,"Master Giant Foot® Doorstop, Safety Yellow",Ben Ferrer,7.59,Ontario,Office Furnishings
4108,DAX Clear Channel Poster Frame,Chris Selesnick,14.58,Ontario,Office Furnishings
4109,Newell 337,Matt Connell,3.28,Ontario,Pens & Art Supplies
4110,Hayes Optima 56K V.90 Internal Voice Modem,Matt Connell,256.99,Ontario,Computer Peripherals
4111,Xerox 23,Matt Connell,6.48,Ontario,Paper
4112,Staples Colored Interoffice Envelopes,Jim Kriz,30.98,Ontario,Envelopes
4113,Electrix Fluorescent Magnifier Lamps & Weighted Base,Jim Kriz,49.34,Ontario,Office Furnishings
4114,"Wilson Jones Hanging View Binder, White, 1""",Stephanie Ulpright,7.1,Ontario,Binders and Binder Accessories
4115,i2000,Stephanie Ulpright,125.99,Ontario,Telephones and Communication
4116,"6"" Cubicle Wall Clock, Black",Alejandro Grove,8.09,Ontario,Office Furnishings
4117,5165,Chris Selesnick,175.99,Ontario,Telephones and Communication
4118,Xerox Blank Computer Paper,Sandra Flanagan,19.98,Ontario,Paper
4119,"Howard Miller 16"" Diameter Gallery Wall Clock",Sally Hughsby,63.94,Ontario,Office Furnishings
4120,StarTAC 7760,Jim Kriz,65.99,Ontario,Telephones and Communication
4121,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Scott Cohen,115.99,Ontario,Office Machines
4122,Hewlett-Packard 2600DN Business Color Inkjet Printer,Guy Phonely,119.99,Ontario,Office Machines
4123,Xerox 1951,Odella Nelson,30.98,Ontario,Paper
4124,Boston KS Multi-Size Manual Pencil Sharpener,Odella Nelson,22.99,Ontario,Pens & Art Supplies
4125,Pizazz® Global Quick File™,Odella Nelson,14.97,Ontario,Storage & Organization
4126,Bush Advantage Collection® Round Conference Table,Odella Nelson,212.6,Ontario,Tables
4127,Xerox 196,Ben Ferrer,5.78,Ontario,Paper
4128,Gyration Ultra Professional Cordless Optical Suite,Steve Nguyen,300.97,Ontario,Computer Peripherals
4129,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Harold Ryan,180.98,Ontario,Chairs & Chairmats
4130,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Harold Ryan,29.89,Ontario,Computer Peripherals
4131,"Bush Westfield Collection Bookcases, Fully Assembled",Matt Connell,100.98,Ontario,Bookcases
4132,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Matt Connell,4.77,Ontario,Computer Peripherals
4133,Global Troy™ Executive Leather Low-Back Tilter,Liz Willingham,500.98,Ontario,Chairs & Chairmats
4134,Xerox 1881,Kean Nguyen,12.28,Ontario,Paper
4135,Boston 19500 Mighty Mite Electric Pencil Sharpener,Katherine Nockton,20.15,Ontario,Pens & Art Supplies
4136,GBC DocuBind TL300 Electric Binding System,Alejandro Grove,896.99,Ontario,Binders and Binder Accessories
4137,Hon Deluxe Fabric Upholstered Stacking Chairs,Alejandro Grove,243.98,Ontario,Chairs & Chairmats
4138,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Katherine Nockton,320.64,Ontario,Tables
4139,"TOPS Voice Message Log Book, Flash Format",Kean Nguyen,4.76,Ontario,Paper
4140,Logitech Internet Navigator Keyboard,Harold Ryan,30.98,Ontario,Computer Peripherals
4141,"Eldon Imàge® Series Desk Accessories, Clear",Sam Zeldin,4.86,Ontario,Office Furnishings
4142,Newell 338,Jas O'Carroll,2.94,Ontario,Pens & Art Supplies
4143,Plymouth Boxed Rubber Bands by Plymouth,Robert Marley,4.71,Ontario,Rubber Bands
4144,Accessory32,Robert Marley,55.99,Ontario,Telephones and Communication
4145,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Stephanie Ulpright,55.48,Ontario,Paper
4146,SAFCO Folding Chair Trolley,Harold Ryan,128.24,Ontario,Chairs & Chairmats
4147,Newell 35,Mick Hernandez,3.28,Ontario,Pens & Art Supplies
4148,"Fellowes Internet Keyboard, Platinum",Tony Chapman,30.42,Ontario,Computer Peripherals
4149,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Robert Marley,7.64,Ontario,Paper
4150,Bevis 36 x 72 Conference Tables,Robert Marley,124.49,Ontario,Tables
4151,Ibico EB-19 Dual Function Manual Binding System,Jay Kimmel,172.99,Ontario,Binders and Binder Accessories
4152,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Jay Kimmel,7.28,Ontario,Paper
4153,EcoTones® Memo Sheets,Laura Armstrong,4,Ontario,Paper
4154,"Howard Miller 16"" Diameter Gallery Wall Clock",Bill Overfelt,63.94,Ontario,Office Furnishings
4155,"Seth Thomas 13 1/2"" Wall Clock",Bill Overfelt,17.78,Ontario,Office Furnishings
4156,"Bevis Round Bullnose 29"" High Table Top",Herbert Flentye,259.71,Ontario,Tables
4157,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Ryan Akin,29.18,Ontario,Office Furnishings
4158,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Ryan Akin,66.99,Ontario,Telephones and Communication
4159,StarTAC 7797,Ryan Akin,115.99,Ontario,Telephones and Communication
4160,T61,John Lucas,45.99,Ontario,Telephones and Communication
4161,GBC DocuBind P100 Manual Binding Machine,Vivek Grady,165.98,Ontario,Binders and Binder Accessories
4162,"80 Minute CD-R Spindle, 100/Pack - Staples",Vivek Grady,39.48,Ontario,Computer Peripherals
4163,Xerox 207,Vivek Grady,6.48,Ontario,Paper
4164,Boston 19500 Mighty Mite Electric Pencil Sharpener,Jane Waco,20.15,Ontario,Pens & Art Supplies
4165,GBC Linen Binding Covers,Xylona Price,30.98,Ontario,Binders and Binder Accessories
4166,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Xylona Price,7.64,Ontario,Envelopes
4167,Xerox 210,Xylona Price,6.48,Ontario,Paper
4168,"Fellowes Internet Keyboard, Platinum",Bill Overfelt,30.42,Ontario,Computer Peripherals
4169,Ames Color-File® Green Diamond Border X-ray Mailers,Steve Nguyen,83.98,Ontario,Envelopes
4170,"Quartet Alpha® White Chalk, 12/Pack",Steve Nguyen,2.21,Ontario,Pens & Art Supplies
4171,Xerox 1982,John Lucas,22.84,Ontario,Paper
4172,Super Decoflex Portable Personal File,John Lucas,14.98,Ontario,Storage & Organization
4173,"Array® Parchment Paper, Assorted Colors",Laura Armstrong,7.28,Ontario,Paper
4174,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Harold Ryan,7.84,Ontario,Binders and Binder Accessories
4175,"Memorex Slim 80 Minute CD-R, 10/Pack",Harold Ryan,9.78,Ontario,Computer Peripherals
4176,Staples 6 Outlet Surge,Lena Radford,11.97,Ontario,Appliances
4177,Xerox 217,Lena Radford,6.48,Ontario,Paper
4178,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Vivek Grady,34.58,Ontario,Pens & Art Supplies
4179,Fellowes Officeware™ Wire Shelving,Vivek Grady,89.83,Ontario,Storage & Organization
4180,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Jas O'Carroll,19.04,Ontario,Office Furnishings
4181,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,John Castell,400.97,Ontario,Office Machines
4182,"Maxell Pro 80 Minute CD-R, 10/Pack",Bill Overfelt,17.48,Ontario,Computer Peripherals
4183,Xerox 1940,Bill Overfelt,54.96,Ontario,Paper
4184,Euro Pro Shark Stick Mini Vacuum,Jim Kriz,60.98,Ontario,Appliances
4185,"Memorex 80 Minute CD-R Spindle, 100/Pack",Sally Hughsby,43.98,Ontario,Computer Peripherals
4186,CF 688,Sean O'Donnell,155.99,Ontario,Telephones and Communication
4187,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Sean O'Donnell,4.37,Ontario,Appliances
4188,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Sean O'Donnell,45.19,Ontario,Computer Peripherals
4189,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Sean O'Donnell,136.98,Ontario,Office Furnishings
4190,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Nat Carroll,12.97,Ontario,Binders and Binder Accessories
4191,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Nat Carroll,39.98,Ontario,Envelopes
4192,3285,John Lucas,205.99,Ontario,Telephones and Communication
4193,"Quartet Alpha® White Chalk, 12/Pack",Stephanie Ulpright,2.21,Ontario,Pens & Art Supplies
4194,Economy Rollaway Files,Stephanie Ulpright,165.2,Ontario,Storage & Organization
4195,Avery Binder Labels,Stephanie Ulpright,3.89,Ontario,Binders and Binder Accessories
4196,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Stephanie Ulpright,355.98,Ontario,Chairs & Chairmats
4197,Rubber Band Ball,Bill Overfelt,3.74,Ontario,Rubber Bands
4198,Avery 507,Alejandro Grove,2.88,Ontario,Labels
4199,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Alejandro Grove,550.98,Ontario,Tables
4200,6120,John Lucas,65.99,Ontario,Telephones and Communication
4201,Staples 6 Outlet Surge,Jim Kriz,11.97,Ontario,Appliances
4202,Binder Posts,Jim Kriz,5.74,Ontario,Binders and Binder Accessories
4203,Advantus Push Pins,Cathy Prescott,2.18,Ontario,Rubber Bands
4204,Logitech Cordless Access Keyboard,Vivek Grady,29.99,Ontario,Computer Peripherals
4205,"Companion Letter/Legal File, Black",Todd Sumrall,37.76,Ontario,Storage & Organization
4206,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Sarah Foster,8.74,Ontario,Envelopes
4207,Xerox 1924,Sarah Foster,5.78,Ontario,Paper
4208,Accessory24,Sarah Foster,55.99,Ontario,Telephones and Communication
4209,Accessory32,Sarah Foster,55.99,Ontario,Telephones and Communication
4210,Vinyl Sectional Post Binders,Tony Chapman,37.7,Ontario,Binders and Binder Accessories
4211,iDEN i95,Tony Chapman,65.99,Ontario,Telephones and Communication
4212,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Alejandro Grove,243.98,Ontario,Chairs & Chairmats
4213,Xerox 1932,Steve Nguyen,35.44,Ontario,Paper
4214,4009® Highlighters by Sanford,Steve Nguyen,3.98,Ontario,Pens & Art Supplies
4215,Newell 310,Steve Nguyen,1.76,Ontario,Pens & Art Supplies
4216,Fellowes Staxonsteel® Drawer Files,Steve Nguyen,193.17,Ontario,Storage & Organization
4217,Binder Posts,Laura Armstrong,5.74,Ontario,Binders and Binder Accessories
4218,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Laura Armstrong,140.85,Ontario,Storage & Organization
4219,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Laura Armstrong,15.01,Ontario,Binders and Binder Accessories
4220,Bevis Rectangular Conference Tables,Laura Armstrong,145.98,Ontario,Tables
4221,Xerox 1894,Sandra Flanagan,6.48,Ontario,Paper
4222,688,Sandra Flanagan,195.99,Ontario,Telephones and Communication
4223,Accessory41,Arthur Prichep,35.99,Ontario,Telephones and Communication
4224,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Ryan Akin,8.33,Ontario,Computer Peripherals
4225,"Hot File® 7-Pocket, Floor Stand",Nat Carroll,178.47,Ontario,Storage & Organization
4226,StarTAC ST7762,Nat Carroll,125.99,Ontario,Telephones and Communication
4227,Acme® Design Stainless Steel Bent Scissors,Stephanie Ulpright,6.84,Ontario,"Scissors, Rulers and Trimmers"
4228,Bush Advantage Collection® Racetrack Conference Table,Stephanie Ulpright,424.21,Ontario,Tables
4229,Imation DVD-RAM discs,Katherine Nockton,35.41,Ontario,Computer Peripherals
4230,6340,Jane Waco,85.99,Ontario,Telephones and Communication
4231,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Sally Hughsby,4.06,Ontario,Appliances
4232,Avery 510,Sally Hughsby,3.75,Ontario,Labels
